time,passenger_count,trip_distance,tip_amount,total_amount,pick_up_index,drop_off_index
1301.0,1.0,0.92,1.89,8.19,3375.0,1188.0
1302.0,1.0,0.67,0.0,6.3,3719.0,3658.0
1302.0,1.0,4.37,2.0,22.8,1295.0,364.0
1302.0,2.0,0.5,2.0,8.3,3159.0,369.0
1302.0,1.0,0.5,2.0,8.3,3159.0,369.0
1302.0,2.0,2.07,0.0,9.8,647.0,1392.0
1302.0,1.0,0.9,1.46,8.76,842.0,1345.0
1302.0,1.0,0.6,1.05,6.35,2603.0,4440.0
1302.0,2.0,0.9,0.6,7.4,3812.0,232.0
1302.0,2.0,0.9,0.6,7.4,3812.0,232.0
1302.0,1.0,1.7,1.96,11.76,255.0,3013.0
1302.0,1.0,1.2,1.65,9.95,4314.0,1672.0
1302.0,1.0,2.68,3.2,16.0,1110.0,3430.0
1302.0,1.0,2.7,0.0,13.8,3886.0,2882.0
1302.0,2.0,1.09,1.56,9.36,1886.0,2025.0
1302.0,2.0,1.09,1.56,9.36,1886.0,2025.0
1302.0,2.0,1.09,1.56,9.36,1886.0,2025.0
1302.0,1.0,3.27,0.0,13.8,2203.0,2994.0
1302.0,1.0,2.95,3.06,18.36,3860.0,3529.0
1302.0,1.0,1.3,0.0,9.8,387.0,2636.0
1302.0,2.0,0.66,1.58,7.88,2504.0,2623.0
1302.0,2.0,0.66,1.58,7.88,2504.0,2623.0
1302.0,2.0,0.66,1.58,7.88,2504.0,2623.0
1302.0,1.0,3.0,3.7,18.5,1177.0,1169.0
1302.0,1.0,1.3,0.0,8.8,1287.0,2385.0
1302.0,1.0,2.4,1.5,13.3,2961.0,2238.0
1302.0,1.0,1.91,2.7,13.5,2937.0,2909.0
1302.0,1.0,2.3,2.25,13.55,1643.0,2883.0
1302.0,1.0,2.6,3.95,17.25,4063.0,2208.0
1302.0,2.0,2.58,3.32,16.62,3070.0,1216.0
1302.0,2.0,1.6,0.0,9.8,353.0,3291.0
1302.0,1.0,2.7,3.15,18.95,1539.0,3151.0
1302.0,1.0,1.16,1.0,9.3,626.0,582.0
1302.0,2.0,2.49,0.0,15.3,1333.0,3092.0
1302.0,2.0,2.49,0.0,15.3,1333.0,3092.0
1302.0,1.0,2.49,0.0,15.3,1333.0,3092.0
1302.0,1.0,4.1,2.0,18.3,256.0,4206.0
1302.0,1.0,1.02,0.0,7.3,504.0,971.0
1302.0,1.0,5.1,3.55,21.35,3802.0,1586.0
1302.0,1.0,0.6,1.0,6.8,3539.0,1687.0
1302.0,1.0,1.8,0.0,9.3,1230.0,3419.0
1302.0,1.0,2.8,0.0,13.3,491.0,1936.0
1302.0,1.0,2.9,3.0,17.3,2879.0,2192.0
1302.0,2.0,2.18,0.0,10.8,6.0,3026.0
1302.0,2.0,2.18,0.0,10.8,6.0,3026.0
1302.0,1.0,2.18,0.0,10.8,6.0,3026.0
1302.0,1.0,2.81,1.0,13.8,452.0,55.0
1302.0,2.0,1.4,1.76,11.56,1277.0,2039.0
1302.0,2.0,1.4,1.76,11.56,1277.0,2039.0
1302.0,2.0,5.3,0.0,20.3,3229.0,3077.0
1302.0,1.0,5.3,0.0,20.3,3229.0,3077.0
1302.0,1.0,2.2,2.0,15.3,1244.0,55.0
1302.0,1.0,4.52,0.0,22.3,439.0,1532.0
1302.0,2.0,0.88,0.0,6.3,1032.0,572.0
1302.0,1.0,0.88,0.0,6.3,1032.0,572.0
1302.0,2.0,0.66,2.04,8.84,1541.0,2026.0
1302.0,2.0,0.66,2.04,8.84,1541.0,2026.0
1302.0,1.0,0.66,2.04,8.84,1541.0,2026.0
1302.0,1.0,3.7,0.0,16.3,497.0,2673.0
1302.0,1.0,1.4,1.65,9.95,175.0,1142.0
1302.0,1.0,3.9,3.65,21.95,3568.0,1080.0
1302.0,1.0,1.99,0.0,12.3,774.0,3713.0
1302.0,1.0,0.8,1.7,8.5,2696.0,3282.0
1302.0,2.0,1.3,1.95,11.75,3859.0,2039.0
1302.0,1.0,2.7,2.55,15.35,2495.0,2900.0
1302.0,1.0,1.2,0.0,10.8,387.0,3952.0
1302.0,2.0,2.0,3.45,17.25,240.0,2909.0
1302.0,1.0,2.5,2.45,14.75,2938.0,2398.0
1302.0,1.0,1.6,1.3,11.1,440.0,1924.0
1302.0,2.0,0.69,1.0,7.3,3069.0,3634.0
1302.0,2.0,0.69,1.0,7.3,3069.0,3634.0
1302.0,1.0,0.69,1.0,7.3,3069.0,3634.0
1302.0,2.0,4.21,4.26,25.56,4438.0,3430.0
1302.0,1.0,4.21,4.26,25.56,4438.0,3430.0
1302.0,1.0,6.3,2.75,26.55,2905.0,4290.0
1302.0,2.0,3.93,4.0,25.8,1171.0,4263.0
1302.0,2.0,3.93,4.0,25.8,1171.0,4263.0
1302.0,1.0,3.93,4.0,25.8,1171.0,4263.0
1302.0,2.0,9.17,0.0,31.3,3186.0,3929.0
1302.0,1.0,2.32,2.36,14.16,1420.0,2332.0
1302.0,1.0,1.35,2.06,12.36,483.0,553.0
1302.0,2.0,3.61,3.16,18.96,770.0,2269.0
1302.0,2.0,3.61,3.16,18.96,770.0,2269.0
1302.0,2.0,3.61,3.16,18.96,770.0,2269.0
1302.0,1.0,2.4,1.7,13.5,3377.0,3485.0
1302.0,1.0,5.0,1.0,19.3,107.0,1634.0
1302.0,2.0,4.7,5.94,25.74,1643.0,1267.0
1302.0,1.0,1.5,0.0,9.3,1177.0,1586.0
1302.0,1.0,0.9,1.25,7.55,3729.0,3148.0
1302.0,1.0,3.1,2.95,17.75,2617.0,588.0
1302.0,1.0,2.97,0.0,14.3,670.0,2119.0
1302.0,2.0,0.72,0.0,6.8,3090.0,3863.0
1302.0,1.0,0.4,1.0,6.3,146.0,2421.0
1302.0,1.0,0.73,1.58,7.88,4420.0,3940.0
1302.0,2.0,1.04,1.82,9.12,2996.0,3596.0
1302.0,2.0,1.04,1.82,9.12,2996.0,3596.0
1302.0,1.0,1.04,1.82,9.12,2996.0,3596.0
1302.0,2.0,5.62,0.0,20.3,3646.0,957.0
1302.0,1.0,0.03,0.0,3.8,2028.0,2027.0
1302.0,1.0,1.6,1.95,11.75,3171.0,3159.0
1302.0,1.0,4.7,3.75,22.55,2964.0,2954.0
1302.0,1.0,3.1,3.55,17.85,2932.0,2877.0
1302.0,1.0,5.85,5.16,30.96,3838.0,654.0
1303.0,1.0,1.6,0.0,9.8,3719.0,4485.0
1303.0,2.0,1.7,1.0,11.8,476.0,3954.0
1303.0,1.0,1.7,1.0,11.8,476.0,3954.0
1303.0,1.0,1.69,1.96,11.76,476.0,2203.0
1303.0,2.0,1.09,0.0,7.3,1707.0,1356.0
1303.0,1.0,1.09,0.0,7.3,1707.0,1356.0
1303.0,1.0,2.9,2.65,15.95,1918.0,2949.0
1303.0,1.0,0.46,0.0,5.3,2620.0,234.0
1303.0,2.0,1.59,0.0,9.3,439.0,2360.0
1303.0,2.0,1.59,0.0,9.3,439.0,2360.0
1303.0,1.0,1.59,0.0,9.3,439.0,2360.0
1303.0,2.0,2.79,3.0,18.3,1289.0,4263.0
1303.0,1.0,2.97,3.16,18.96,2602.0,960.0
1303.0,1.0,6.55,0.0,22.8,3251.0,746.0
1303.0,1.0,0.8,1.2,8.0,3341.0,1660.0
1303.0,1.0,5.55,4.26,25.56,2557.0,890.0
1303.0,1.0,2.92,2.76,16.56,3722.0,410.0
1303.0,1.0,3.1,2.52,19.32,3016.0,1252.0
1303.0,1.0,2.49,2.36,14.16,3409.0,4404.0
1303.0,1.0,1.2,1.55,9.35,1178.0,1392.0
1303.0,2.0,2.62,2.26,13.56,37.0,3370.0
1303.0,1.0,1.24,1.86,11.16,670.0,3182.0
1303.0,2.0,1.0,0.0,6.8,2615.0,1426.0
1303.0,1.0,1.6,0.0,8.8,2651.0,3098.0
1303.0,1.0,3.4,3.95,19.75,1689.0,340.0
1303.0,1.0,0.5,1.15,6.95,1204.0,2775.0
1303.0,1.0,3.43,3.16,18.96,2619.0,1088.0
1303.0,1.0,1.4,1.55,9.35,1345.0,363.0
1303.0,1.0,1.9,0.0,11.8,220.0,515.0
1303.0,1.0,1.5,0.0,8.8,2465.0,3596.0
1303.0,1.0,3.04,2.0,16.3,3090.0,1024.0
1303.0,1.0,1.4,1.0,8.8,1345.0,3768.0
1303.0,1.0,3.5,0.0,15.8,170.0,3836.0
1303.0,1.0,1.35,0.0,7.3,4061.0,2620.0
1303.0,1.0,7.36,3.0,28.3,2758.0,3125.0
1303.0,1.0,1.42,1.66,9.96,3925.0,2436.0
1303.0,1.0,2.9,3.15,18.95,3247.0,1917.0
1303.0,1.0,0.5,0.0,5.3,3526.0,979.0
1303.0,1.0,0.99,0.0,6.3,721.0,3290.0
1303.0,1.0,0.3,0.0,4.3,2612.0,2637.0
1303.0,2.0,0.51,0.0,4.8,2054.0,4485.0
1303.0,2.0,6.5,0.0,22.3,572.0,2832.0
1303.0,1.0,6.5,0.0,22.3,572.0,2832.0
1303.0,1.0,0.87,1.58,7.88,1411.0,3210.0
1303.0,1.0,0.7,1.0,6.8,1720.0,550.0
1303.0,1.0,1.2,1.0,9.8,2861.0,520.0
1303.0,2.0,0.0,0.0,3.8,2815.0,2815.0
1303.0,1.0,0.0,0.0,3.8,2815.0,2815.0
1303.0,2.0,1.93,1.96,11.76,3227.0,4162.0
1303.0,2.0,1.93,1.96,11.76,3227.0,4162.0
1303.0,1.0,1.93,1.96,11.76,3227.0,4162.0
1303.0,2.0,1.51,1.86,11.16,4026.0,1195.0
1303.0,1.0,3.7,4.05,20.35,3210.0,2415.0
1303.0,1.0,2.42,0.0,11.8,2041.0,2084.0
1303.0,1.0,0.6,2.0,8.8,20.0,1282.0
1303.0,1.0,1.4,1.0,9.8,720.0,2127.0
1303.0,2.0,2.6,3.06,18.36,87.0,3209.0
1303.0,1.0,2.6,3.06,18.36,87.0,3209.0
1303.0,1.0,0.49,3.0,8.8,2723.0,968.0
1303.0,1.0,2.7,3.5,15.3,3364.0,2550.0
1303.0,1.0,2.7,0.0,14.8,673.0,793.0
1303.0,1.0,2.21,1.2,12.5,3874.0,889.0
1303.0,2.0,2.26,0.0,11.3,249.0,3370.0
1303.0,1.0,4.98,4.26,25.56,587.0,3524.0
1303.0,1.0,1.0,0.0,6.8,2202.0,2291.0
1303.0,1.0,0.3,0.0,4.3,3374.0,3364.0
1303.0,1.0,4.5,0.0,22.3,3722.0,3190.0
1303.0,1.0,2.7,0.0,13.8,3522.0,2894.0
1303.0,1.0,0.7,1.0,7.8,1632.0,1052.0
1303.0,2.0,0.7,1.0,7.8,2971.0,3411.0
1303.0,2.0,0.76,0.0,5.8,2538.0,1012.0
1303.0,2.0,0.76,0.0,5.8,2538.0,1012.0
1303.0,1.0,0.76,0.0,5.8,2538.0,1012.0
1303.0,2.0,1.19,1.36,8.16,4417.0,3707.0
1303.0,1.0,1.19,1.36,8.16,4417.0,3707.0
1303.0,1.0,4.3,3.85,23.15,98.0,2021.0
1303.0,1.0,1.8,1.85,11.15,221.0,2194.0
1303.0,1.0,1.2,1.76,10.56,3801.0,847.0
1303.0,1.0,4.09,1.7,18.5,1100.0,908.0
1303.0,1.0,1.9,2.0,12.3,1979.0,3206.0
1303.0,1.0,7.45,6.32,31.62,364.0,1959.0
1303.0,1.0,2.0,1.85,11.15,249.0,935.0
1303.0,1.0,1.41,0.0,8.8,1382.0,1319.0
1303.0,1.0,1.8,1.96,11.76,3529.0,3632.0
1303.0,1.0,4.93,0.0,18.8,1214.0,983.0
1303.0,1.0,4.16,4.0,26.3,1177.0,3625.0
1303.0,2.0,0.45,1.06,6.36,621.0,197.0
1303.0,1.0,2.5,1.2,14.0,2278.0,119.0
1303.0,1.0,2.49,0.0,14.3,1196.0,4262.0
1303.0,2.0,2.44,2.0,14.3,3720.0,3402.0
1303.0,1.0,2.8,2.45,14.75,3968.0,2636.0
1303.0,1.0,0.9,1.55,9.35,3564.0,3433.0
1303.0,1.0,1.89,0.0,11.3,2238.0,3742.0
1303.0,2.0,2.53,2.46,14.76,2610.0,3340.0
1304.0,2.0,0.3,0.0,4.8,3904.0,3675.0
1304.0,1.0,1.8,2.06,12.36,2915.0,281.0
1304.0,1.0,1.0,0.7,8.0,2150.0,3520.0
1304.0,2.0,0.9,1.45,8.75,210.0,2735.0
1304.0,1.0,1.2,1.45,8.75,1586.0,2400.0
1304.0,1.0,2.5,0.0,12.8,2495.0,2898.0
1304.0,1.0,1.6,1.32,10.12,2503.0,1352.0
1304.0,1.0,1.9,1.96,11.76,1285.0,1358.0
1304.0,1.0,1.23,0.0,9.3,249.0,793.0
1304.0,1.0,0.97,1.95,9.75,670.0,3178.0
1304.0,1.0,4.21,3.56,21.36,1917.0,1347.0
1304.0,1.0,0.69,0.0,5.3,3449.0,2713.0
1304.0,2.0,2.1,2.65,15.95,1603.0,4217.0
1304.0,2.0,1.0,0.0,9.3,1282.0,252.0
1304.0,1.0,1.0,0.0,9.3,1282.0,252.0
1304.0,1.0,1.5,1.85,11.15,440.0,1925.0
1304.0,1.0,3.8,3.7,18.5,4136.0,4367.0
1304.0,1.0,0.5,1.25,7.55,629.0,715.0
1304.0,1.0,0.5,0.0,6.8,2785.0,573.0
1304.0,1.0,1.47,2.08,10.38,2131.0,2949.0
1304.0,1.0,4.1,3.25,19.55,1293.0,3192.0
1304.0,1.0,2.86,0.0,18.3,651.0,482.0
1304.0,1.0,1.8,3.2,14.0,2027.0,2346.0
1304.0,1.0,1.1,1.25,7.55,2972.0,2070.0
1304.0,1.0,3.48,2.86,17.16,3204.0,3273.0
1304.0,1.0,1.7,1.5,10.3,249.0,979.0
1304.0,1.0,2.7,2.86,17.16,2068.0,1147.0
1304.0,1.0,1.4,1.75,10.55,487.0,2410.0
1304.0,1.0,1.31,0.0,8.8,4374.0,3323.0
1304.0,2.0,3.6,2.0,19.3,2499.0,1027.0
1304.0,1.0,2.41,2.46,14.76,3145.0,4146.0
1304.0,1.0,2.03,1.96,11.76,1916.0,1079.0
1304.0,1.0,0.7,1.25,7.55,3153.0,3196.0
1304.0,2.0,1.94,2.06,12.36,485.0,1382.0
1304.0,2.0,1.94,2.06,12.36,485.0,1382.0
1304.0,1.0,1.94,2.06,12.36,485.0,1382.0
1304.0,2.0,4.94,3.56,21.36,1174.0,3146.0
1304.0,1.0,4.94,3.56,21.36,1174.0,3146.0
1304.0,2.0,1.0,0.0,8.8,1889.0,76.0
1304.0,1.0,1.0,0.0,8.8,1889.0,76.0
1304.0,1.0,2.2,0.0,10.8,109.0,271.0
1304.0,2.0,0.8,1.0,7.8,3450.0,401.0
1304.0,1.0,0.8,1.0,7.8,3450.0,401.0
1304.0,1.0,1.4,0.0,9.3,3327.0,1003.0
1304.0,1.0,0.78,1.0,6.8,1259.0,197.0
1304.0,2.0,0.92,0.0,6.3,1262.0,3854.0
1304.0,2.0,0.92,0.0,6.3,1262.0,3854.0
1304.0,1.0,2.07,1.0,13.3,3249.0,3611.0
1304.0,2.0,1.5,1.95,9.75,935.0,134.0
1304.0,2.0,1.5,1.95,9.75,935.0,134.0
1304.0,1.0,1.5,1.95,9.75,935.0,134.0
1304.0,1.0,0.7,0.0,5.8,4456.0,2573.0
1304.0,1.0,0.9,1.0,7.3,3000.0,2119.0
1304.0,2.0,2.2,2.75,16.55,233.0,2040.0
1304.0,2.0,1.4,0.0,8.3,651.0,2119.0
1304.0,2.0,1.64,2.79,12.09,1885.0,2416.0
1304.0,1.0,4.7,1.0,20.8,1979.0,3854.0
1304.0,1.0,1.38,1.0,10.3,1178.0,3364.0
1304.0,1.0,0.99,2.08,10.38,2275.0,1282.0
1304.0,1.0,1.26,1.56,9.36,3071.0,3186.0
1304.0,1.0,2.9,1.0,15.3,4030.0,1125.0
1304.0,1.0,1.12,1.56,9.36,1324.0,1342.0
1304.0,1.0,4.99,4.06,24.36,2151.0,3352.0
1304.0,1.0,1.0,1.55,9.35,220.0,2344.0
1304.0,1.0,0.7,0.0,6.8,3409.0,2622.0
1304.0,2.0,1.6,1.95,11.75,912.0,3017.0
1304.0,1.0,1.79,1.96,11.76,3220.0,2634.0
1304.0,2.0,5.5,0.0,22.8,77.0,4277.0
1304.0,2.0,5.5,0.0,22.8,77.0,4277.0
1304.0,1.0,1.2,0.0,7.8,2547.0,2595.0
1304.0,1.0,1.0,1.8,9.1,2590.0,2584.0
1304.0,1.0,2.8,2.36,14.16,2268.0,3520.0
1304.0,1.0,1.4,2.0,10.3,971.0,2550.0
1304.0,2.0,3.4,0.0,14.3,440.0,3254.0
1304.0,2.0,3.2,0.0,16.8,4268.0,981.0
1304.0,1.0,3.2,0.0,16.8,4268.0,981.0
1304.0,2.0,6.65,4.0,25.8,770.0,1027.0
1304.0,2.0,6.65,4.0,25.8,770.0,1027.0
1304.0,1.0,1.1,1.0,8.8,650.0,2775.0
1304.0,1.0,0.7,1.0,6.3,176.0,1347.0
1304.0,2.0,3.07,0.0,13.3,2072.0,3399.0
1304.0,1.0,1.1,1.45,8.75,3432.0,3146.0
1304.0,1.0,2.6,2.86,17.16,4275.0,3351.0
1304.0,2.0,1.39,1.0,9.8,1611.0,1259.0
1304.0,2.0,1.39,1.0,9.8,1611.0,1259.0
1304.0,1.0,1.39,1.0,9.8,1611.0,1259.0
1304.0,1.0,1.49,2.08,10.38,3235.0,3167.0
1304.0,1.0,2.01,0.0,11.3,2242.0,1216.0
1304.0,2.0,2.8,0.0,18.3,1146.0,1433.0
1304.0,1.0,2.44,2.86,17.16,2279.0,2291.0
1304.0,1.0,1.9,2.05,12.35,2503.0,219.0
1304.0,1.0,1.8,2.15,12.95,3272.0,2790.0
1304.0,1.0,1.3,0.0,8.8,3564.0,234.0
1304.0,1.0,4.3,3.65,21.95,2192.0,3131.0
1304.0,2.0,1.5,1.55,9.35,1406.0,3445.0
1304.0,1.0,1.46,0.0,8.8,4028.0,2788.0
1304.0,1.0,3.79,0.0,16.8,504.0,1216.0
1304.0,1.0,3.64,3.26,19.56,2930.0,3026.0
1304.0,1.0,4.2,2.0,19.8,1584.0,273.0
1304.0,1.0,2.5,1.15,12.45,1142.0,2237.0
1304.0,1.0,1.03,1.95,9.75,2768.0,4385.0
1305.0,1.0,5.09,2.0,24.3,3139.0,2894.0
1305.0,2.0,3.86,3.36,20.16,2507.0,386.0
1305.0,1.0,1.29,1.56,9.36,1307.0,1377.0
1305.0,1.0,1.1,0.0,7.3,485.0,601.0
1305.0,1.0,1.12,0.0,7.3,8.0,3186.0
1305.0,1.0,1.45,1.0,11.8,2864.0,251.0
1305.0,1.0,0.39,1.06,6.36,219.0,3201.0
1305.0,1.0,3.8,3.65,21.95,2584.0,3148.0
1305.0,1.0,1.0,1.0,7.3,3850.0,2091.0
1305.0,1.0,3.12,0.0,15.3,2241.0,4031.0
1305.0,1.0,0.75,0.0,7.3,4047.0,4244.0
1305.0,2.0,1.24,1.0,8.8,37.0,458.0
1305.0,1.0,1.24,1.0,8.8,37.0,458.0
1305.0,1.0,1.85,2.16,12.96,3762.0,3322.0
1305.0,2.0,1.18,1.0,8.8,2559.0,3200.0
1305.0,2.0,1.68,0.0,9.3,3211.0,1279.0
1305.0,1.0,1.68,0.0,9.3,3211.0,1279.0
1305.0,1.0,1.6,1.76,10.56,554.0,1197.0
1305.0,2.0,1.13,0.7,7.0,2703.0,4280.0
1305.0,1.0,2.5,2.0,16.3,2240.0,734.0
1305.0,1.0,4.9,0.0,18.3,2540.0,215.0
1305.0,1.0,1.28,1.76,10.56,2820.0,3206.0
1305.0,2.0,1.22,1.76,10.56,1301.0,2398.0
1305.0,1.0,1.04,0.0,6.3,4256.0,4271.0
1305.0,2.0,1.59,0.0,12.3,3325.0,3696.0
1305.0,2.0,1.59,0.0,12.3,3325.0,3696.0
1305.0,2.0,1.59,0.0,12.3,3325.0,3696.0
1305.0,2.0,1.33,1.96,11.76,1924.0,2790.0
1305.0,1.0,4.9,4.32,21.62,2612.0,1877.0
1305.0,2.0,0.5,1.05,6.35,1345.0,2592.0
1305.0,2.0,2.84,2.96,17.76,2277.0,3125.0
1305.0,1.0,1.7,1.75,10.55,2429.0,2192.0
1305.0,1.0,1.5,1.85,11.15,3016.0,3094.0
1305.0,2.0,0.7,0.0,7.3,2290.0,4135.0
1305.0,1.0,6.99,4.86,29.16,4383.0,442.0
1305.0,1.0,4.0,4.15,24.95,2552.0,3125.0
1305.0,1.0,3.2,2.85,17.15,3253.0,82.0
1305.0,1.0,1.27,0.0,8.3,3210.0,3390.0
1305.0,2.0,1.3,0.0,9.8,2237.0,2756.0
1305.0,1.0,0.8,1.7,8.5,3204.0,991.0
1305.0,1.0,1.0,0.0,7.3,3529.0,3557.0
1305.0,2.0,0.5,1.05,6.35,3282.0,132.0
1305.0,2.0,0.5,1.05,6.35,3282.0,132.0
1305.0,1.0,3.3,0.0,16.3,184.0,249.0
1305.0,1.0,1.01,1.46,8.76,132.0,2150.0
1305.0,2.0,1.2,2.0,10.3,4220.0,1585.0
1305.0,1.0,2.8,2.0,19.8,1925.0,4256.0
1305.0,1.0,0.54,0.96,5.76,2057.0,3364.0
1305.0,2.0,1.4,1.0,9.8,278.0,2518.0
1305.0,1.0,1.3,1.0,8.8,3253.0,3297.0
1305.0,1.0,1.1,1.58,10.88,3251.0,2966.0
1305.0,1.0,1.1,0.0,7.8,3491.0,1629.0
1305.0,1.0,1.42,1.96,11.76,1645.0,3810.0
1305.0,2.0,6.79,4.56,27.36,1327.0,986.0
1305.0,2.0,6.79,4.56,27.36,1327.0,986.0
1305.0,1.0,6.79,4.56,27.36,1327.0,986.0
1305.0,1.0,0.6,1.05,6.35,617.0,500.0
1305.0,1.0,1.3,1.55,9.35,2678.0,127.0
1305.0,2.0,0.58,0.0,6.3,89.0,1687.0
1305.0,2.0,0.58,0.0,6.3,89.0,1687.0
1305.0,1.0,0.58,0.0,6.3,89.0,1687.0
1305.0,2.0,2.79,2.26,13.56,2040.0,2257.0
1305.0,2.0,2.79,2.26,13.56,2040.0,2257.0
1305.0,1.0,2.79,2.26,13.56,2040.0,2257.0
1305.0,2.0,2.7,1.0,14.3,1634.0,1179.0
1305.0,1.0,0.7,1.25,7.55,1666.0,1201.0
1305.0,2.0,4.94,0.0,17.8,1617.0,4295.0
1305.0,2.0,4.94,0.0,17.8,1617.0,4295.0
1305.0,1.0,4.94,0.0,17.8,1617.0,4295.0
1305.0,1.0,0.9,1.25,7.55,1257.0,2888.0
1305.0,1.0,0.4,0.0,4.8,2666.0,1824.0
1305.0,1.0,2.08,2.26,13.56,3949.0,2927.0
1305.0,1.0,0.7,1.0,7.3,3200.0,2479.0
1305.0,2.0,0.92,1.86,11.16,1590.0,1045.0
1305.0,2.0,0.92,1.86,11.16,1590.0,1045.0
1305.0,1.0,1.73,0.0,9.8,1928.0,4120.0
1305.0,1.0,1.93,2.16,12.96,1199.0,3274.0
1305.0,1.0,1.3,0.0,7.3,3125.0,2550.0
1305.0,1.0,1.06,1.56,9.36,2478.0,628.0
1305.0,2.0,1.74,2.66,15.96,3069.0,2060.0
1305.0,2.0,1.74,2.66,15.96,3069.0,2060.0
1305.0,2.0,1.74,2.66,15.96,3069.0,2060.0
1305.0,1.0,1.9,0.0,12.3,4363.0,4230.0
1305.0,2.0,1.93,2.26,13.56,556.0,3126.0
1305.0,2.0,1.93,2.26,13.56,556.0,3126.0
1305.0,2.0,1.93,2.26,13.56,556.0,3126.0
1305.0,1.0,1.61,1.5,12.8,627.0,659.0
1305.0,2.0,1.9,0.0,8.8,2966.0,1392.0
1305.0,1.0,1.06,1.0,7.3,4267.0,4281.0
1305.0,1.0,2.57,0.0,12.8,3274.0,1936.0
1305.0,2.0,1.16,1.76,10.56,2275.0,252.0
1305.0,2.0,1.4,1.75,10.55,2657.0,122.0
1305.0,2.0,1.09,0.0,7.8,2043.0,2027.0
1305.0,2.0,1.09,0.0,7.8,2043.0,2027.0
1305.0,1.0,1.09,0.0,7.8,2043.0,2027.0
1305.0,1.0,1.2,1.66,9.96,3647.0,4014.0
1305.0,1.0,1.5,1.0,12.8,517.0,1706.0
1305.0,2.0,3.33,3.26,19.56,1204.0,1113.0
1305.0,2.0,2.1,0.98,10.78,2160.0,1967.0
1305.0,1.0,2.1,0.98,10.78,2160.0,1967.0
1305.0,1.0,1.9,2.8,14.1,2610.0,2119.0
1305.0,1.0,1.93,3.2,16.0,2275.0,238.0
1305.0,2.0,1.5,1.76,10.56,106.0,1840.0
1305.0,1.0,3.88,3.36,20.16,1216.0,2080.0
1305.0,1.0,1.0,0.7,8.5,3611.0,1353.0
1305.0,1.0,1.09,2.49,10.79,3837.0,846.0
1305.0,2.0,4.48,3.86,23.16,3276.0,4133.0
1305.0,1.0,4.48,3.86,23.16,3276.0,4133.0
1306.0,1.0,1.5,1.0,9.3,1675.0,3848.0
1306.0,1.0,1.68,1.5,11.8,645.0,3203.0
1306.0,1.0,2.2,2.25,13.55,2424.0,556.0
1306.0,2.0,0.9,1.55,9.35,3388.0,3351.0
1306.0,1.0,0.9,1.55,9.35,3388.0,3351.0
1306.0,1.0,3.18,0.0,15.8,3208.0,3145.0
1306.0,1.0,3.24,0.0,16.3,440.0,1218.0
1306.0,1.0,4.1,4.55,22.85,2633.0,4370.0
1306.0,1.0,1.3,0.0,8.8,2620.0,2776.0
1306.0,1.0,2.8,2.35,14.15,3152.0,2437.0
1306.0,2.0,6.4,0.0,24.3,3294.0,3005.0
1306.0,2.0,7.2,5.25,31.55,3824.0,3691.0
1306.0,1.0,1.3,0.0,7.3,3567.0,1650.0
1306.0,1.0,1.6,1.65,9.95,3119.0,4411.0
1306.0,1.0,1.18,1.0,11.3,912.0,3485.0
1306.0,1.0,2.4,2.15,12.95,2629.0,3548.0
1306.0,1.0,7.67,5.16,30.96,447.0,3902.0
1306.0,1.0,0.6,0.0,6.3,197.0,3419.0
1306.0,1.0,1.0,1.45,8.75,4132.0,320.0
1306.0,1.0,2.61,0.0,12.8,709.0,1169.0
1306.0,1.0,1.52,1.96,11.76,2151.0,3398.0
1306.0,1.0,0.8,0.0,6.3,4423.0,710.0
1306.0,2.0,0.9,1.95,11.75,2865.0,286.0
1306.0,1.0,0.9,1.95,11.75,2865.0,286.0
1306.0,1.0,2.3,2.25,13.55,3888.0,3098.0
1306.0,1.0,1.8,1.2,11.0,2711.0,2663.0
1306.0,1.0,2.81,0.0,15.8,2418.0,2637.0
1306.0,1.0,0.6,1.16,6.96,1041.0,168.0
1306.0,2.0,2.01,0.0,10.8,3079.0,584.0
1306.0,2.0,2.01,0.0,10.8,3079.0,584.0
1306.0,1.0,2.01,0.0,10.8,3079.0,584.0
1306.0,1.0,1.09,2.2,11.0,1287.0,4172.0
1306.0,1.0,5.56,0.0,21.8,3168.0,1784.0
1306.0,1.0,1.7,2.75,12.05,2541.0,3558.0
1306.0,1.0,6.6,4.85,29.15,2306.0,4281.0
1306.0,2.0,1.42,1.95,9.75,2974.0,4278.0
1306.0,1.0,0.94,0.0,7.3,3.0,3202.0
1306.0,1.0,0.77,1.0,6.3,4263.0,1199.0
1306.0,1.0,1.54,1.86,11.16,4383.0,2467.0
1306.0,2.0,1.92,2.36,14.16,1352.0,2502.0
1306.0,1.0,1.92,2.36,14.16,1352.0,2502.0
1306.0,1.0,3.3,3.05,18.35,2275.0,890.0
1306.0,1.0,0.63,1.0,6.3,3468.0,622.0
1306.0,1.0,1.7,1.7,13.0,4230.0,2703.0
1306.0,2.0,1.1,0.0,7.8,4374.0,4418.0
1306.0,1.0,3.03,2.0,16.8,4222.0,4178.0
1306.0,1.0,1.3,1.65,9.95,3208.0,4475.0
1306.0,1.0,1.9,2.0,11.8,4347.0,120.0
1306.0,1.0,4.2,3.55,21.35,3954.0,363.0
1306.0,1.0,2.2,1.75,12.05,1168.0,4427.0
